"","fiscal_period","region_product","sales_vol","year","month","apac","emea","la","na","fchem","fpoly","fchem_product","fpoly_product","pfa","region_code","region","value_to_USD","demand","oil_price","GDP","smi_avg","smi_std"
"222","2016P06","sales_vol_fpoly_emea",5816368,2016,6,"0","1","0","0",0,1,0,5816368,"0","[0,1,0]","emea",0.889375,13.96,48.25,19945.747,694.69,14.7182047947755
"223","2016P07","sales_vol_fpoly_emea",5098109,2016,7,"0","1","0","0",0,1,0,5098109,"0","[0,1,0]","emea",0.904111,13.96,44.95,19945.747,725.4515,32.5559357147534
"224","2016P08","sales_vol_fpoly_emea",4646981,2016,8,"0","1","0","0",0,1,0,4646981,"0","[0,1,0]","emea",0.89262,13.96,45.84,19945.747,784.219130434783,15.2831972241185
"225","2016P09","sales_vol_fpoly_emea",4550718,2016,9,"0","1","0","0",0,1,0,4550718,"0","[0,1,0]","emea",0.892636,13.96,46.57,19945.747,801.167142857143,14.38694308839
"226","2016P10","sales_vol_fpoly_emea",4043782,2016,10,"0","1","0","0",0,1,0,4043782,"0","[0,1,0]","emea",0.906425,13.96,49.52,19945.747,822.136666666667,10.8359034387232
"227","2016P11","sales_vol_fpoly_emea",3142177,2016,11,"0","1","0","0",0,1,0,3142177,"0","[0,1,0]","emea",0.92746,13.96,44.73,19945.747,848.376666666667,31.5619418498503
"228","2016P12","sales_vol_fpoly_emea",3162728,2016,12,"0","1","0","0",0,1,0,3162728,"0","[0,1,0]","emea",0.949012,13.96,53.31,19945.747,898.417142857143,26.4650768264249
"229","2017P01","sales_vol_fpoly_emea",4537259,2017,1,"0","1","0","0",0,1,0,4537259,"0","[0,1,0]","emea",0.940876,14.2,54.58,20906.872,926.8525,17.3312221681596
"230","2017P02","sales_vol_fpoly_emea",4762225,2017,2,"0","1","0","0",0,1,0,4762225,"0","[0,1,0]","emea",0.939114,14.2,54.87,20906.872,969.751052631579,8.79664196961093
"231","2017P03","sales_vol_fpoly_emea",6131409,2017,3,"0","1","0","0",0,1,0,6131409,"0","[0,1,0]","emea",0.9351,14.2,51.59,20906.872,994.59,13.2156302088921
"232","2017P04","sales_vol_fpoly_emea",5487475,2017,4,"0","1","0","0",0,1,0,5487475,"0","[0,1,0]","emea",0.93391,14.2,52.31,20906.872,993.981052631579,16.5475868985101
"233","2017P05","sales_vol_fpoly_emea",6606170,2017,5,"0","1","0","0",0,1,0,6606170,"0","[0,1,0]","emea",0.904193,14.2,50.33,20906.872,1045.63181818182,30.2911723171343
"234","2017P06","sales_vol_fpoly_emea",7390610,2017,6,"0","1","0","0",0,1,0,7390610,"0","[0,1,0]","emea",0.890534,14.2,46.37,20906.872,1085.08545454545,22.4222316818169
"235","2017P07","sales_vol_fpoly_emea",5962586,2017,7,"0","1","0","0",0,1,0,5962586,"0","[0,1,0]","emea",0.867527,14.2,48.48,20906.872,1085.188,27.4927800282949
"236","2017P08","sales_vol_fpoly_emea",5497482,2017,8,"0","1","0","0",0,1,0,5497482,"0","[0,1,0]","emea",0.846339,14.2,51.7,20906.872,1084.53565217391,11.0682296466003
"237","2017P09","sales_vol_fpoly_emea",6049548,2017,9,"0","1","0","0",0,1,0,6049548,"0","[0,1,0]","emea",0.839493,14.2,56.15,20906.872,1132.5295,21.256843226297
"238","2017P10","sales_vol_fpoly_emea",5358414,2017,10,"0","1","0","0",0,1,0,5358414,"0","[0,1,0]","emea",0.851139,14.2,57.51,20906.872,1218.88954545455,26.7582783767624
"239","2017P11","sales_vol_fpoly_emea",7432274,2017,11,"0","1","0","0",0,1,0,7432274,"0","[0,1,0]","emea",0.851487,14.2,62.71,20906.872,1306.37714285714,19.5550456769748
"240","2017P12","sales_vol_fpoly_emea",6077191,2017,12,"0","1","0","0",0,1,0,6077191,"0","[0,1,0]","emea",0.84425,14.2,64.37,20906.872,1253.1165,17.4883212985725
"241","2018P01","sales_vol_fpoly_emea",5542991,2018,1,"0","1","0","0",0,1,0,5542991,"0","[0,1,0]","emea",0.819901,NA,69.08,22377.16234,1341.99095238095,31.0146020294896
"242","2018P02","sales_vol_fpoly_emea",3879497,2018,2,"0","1","0","0",0,1,0,3879497,"0","[0,1,0]","emea",0.810022,NA,65.32,22377.16234,1313.36210526316,42.200207158384
"243","2018P03","sales_vol_fpoly_emea",5630138,2018,3,"0","1","0","0",0,1,0,5630138,"0","[0,1,0]","emea",0.811046,NA,66.02,22377.16234,1386.32904761905,38.5581993750696
"244","2018P04","sales_vol_fpoly_emea",4021423,2018,4,"0","1","0","0",0,1,0,4021423,"0","[0,1,0]","emea",0.814554,NA,72.11,22377.16234,1295.71,32.1875216504781
"245","2018P05","sales_vol_fpoly_emea",5445074,2018,5,"0","1","0","0",0,1,0,5445074,"0","[0,1,0]","emea",0.845653,NA,76.98,22377.16234,1341.47227272727,43.7069303572719
"246","2018P06","sales_vol_fpoly_emea",4722484,2018,6,"0","1","0","0",0,1,0,4722484,"0","[0,1,0]","emea",0.856183,NA,74.4,22377.16234,1389.08142857143,40.7761580198177
"247","2018P07","sales_vol_fpoly_emea",5018027,2018,7,"0","1","0","0",0,1,0,5018027,"0","[0,1,0]","emea",0.855282,NA,74.25,22377.16234,1350.28571428571,19.1859551681506
"248","2018P08","sales_vol_fpoly_emea",6339638,2018,8,"0","1","0","0",0,1,0,6339638,"0","[0,1,0]","emea",0.866686,NA,72.53,22377.16234,1368.66304347826,26.8979465986773
"249","2018P09","sales_vol_fpoly_emea",5594495,2018,9,"0","1","0","0",0,1,0,5594495,"0","[0,1,0]","emea",0.857968,NA,78.89,22377.16234,1372.31842105263,15.8691777645843
"250","2018P10","sales_vol_fpoly_emea",5399525,2018,10,"0","1","0","0",0,1,0,5399525,"0","[0,1,0]","emea",0.870075,NA,81.03,22377.16234,1257.22739130435,71.1182372862514
"251","2018P11","sales_vol_fpoly_emea",6901736,2018,11,"0","1","0","0",0,1,0,6901736,"0","[0,1,0]","emea",0.879906,NA,64.75,22377.16234,1212.8180952381,24.730919638996
"252","2018P12","sales_vol_fpoly_emea",6564564,2018,12,"0","1","0","0",0,1,0,6564564,"0","[0,1,0]","emea",0.879002,NA,57.36,22377.16234,1167.34789473684,45.9836124890581
"253","2015P07","sales_vol_fpoly_la",2252660,2015,7,"0","0","1","0",0,1,0,2252660,"0","[0,0,1]","la",15.924197,7.32,3.038,5517,660.795454545455,12.6246454838571
"254","2015P08","sales_vol_fpoly_la",2096358,2015,8,"0","0","1","0",0,1,0,2096358,"0","[0,0,1]","la",16.501674,7.32,3.23,5517,619.077619047619,25.8398142223898
"255","2015P09","sales_vol_fpoly_la",2400085,2015,9,"0","0","1","0",0,1,0,2400085,"0","[0,0,1]","la",16.839714,7.32,2.979,5517,605.460952380952,14.1203986858594
"256","2015P10","sales_vol_fpoly_la",1957038,2015,10,"0","0","1","0",0,1,0,1957038,"0","[0,0,1]","la",16.571246,7.32,3.068,5517,643.825454545455,24.0925945404041
"257","2015P11","sales_vol_fpoly_la",2416493,2015,11,"0","0","1","0",0,1,0,2416493,"0","[0,0,1]","la",16.63311,7.32,2.798,5517,662.7245,7.80557997103422
"258","2015P12","sales_vol_fpoly_la",3101957,2015,12,"0","0","1","0",0,1,0,3101957,"0","[0,0,1]","la",17.068297,7.32,2.493,5517,672.488181818182,8.93516628478712
"259","2016P01","sales_vol_fpoly_la",2464779,2016,1,"0","0","1","0",0,1,0,2464779,"0","[0,0,1]","la",17.998914,6.47,2.286,5381,602.928421052632,22.5803907709415
"260","2016P02","sales_vol_fpoly_la",3039015,2016,2,"0","0","1","0",0,1,0,3039015,"0","[0,0,1]","la",18.463555,6.47,2.321,5381,596.7805,20.2187402582747
"261","2016P03","sales_vol_fpoly_la",4242098,2016,3,"0","0","1","0",0,1,0,4242098,"0","[0,0,1]","la",17.64969,6.47,2.572,5381,658.052272727273,13.591735910653
"262","2016P04","sales_vol_fpoly_la",3255591,2016,4,"0","0","1","0",0,1,0,3255591,"0","[0,0,1]","la",17.489131,6.47,3.035,5381,671.662380952381,5.93780338573273
"263","2016P05","sales_vol_fpoly_la",2673193,2016,5,"0","0","1","0",0,1,0,2673193,"0","[0,0,1]","la",18.094523,6.47,3.333,5381,654.551904761905,22.1926633415297
"264","2016P06","sales_vol_fpoly_la",3470849,2016,6,"0","0","1","0",0,1,0,3470849,"0","[0,0,1]","la",18.683862,6.47,3.304,5381,694.69,14.7182047947755
"265","2016P07","sales_vol_fpoly_la",2544336,2016,7,"0","0","1","0",0,1,0,2544336,"0","[0,0,1]","la",18.574292,6.47,2.782,5381,725.4515,32.5559357147534
"266","2016P08","sales_vol_fpoly_la",3282659,2016,8,"0","0","1","0",0,1,0,3282659,"0","[0,0,1]","la",18.473874,6.47,3.003,5381,784.219130434783,15.2831972241185
"267","2016P09","sales_vol_fpoly_la",3211327,2016,9,"0","0","1","0",0,1,0,3211327,"0","[0,0,1]","la",19.207967,6.47,3.212,5381,801.167142857143,14.38694308839
"268","2016P10","sales_vol_fpoly_la",2168573,2016,10,"0","0","1","0",0,1,0,2168573,"0","[0,0,1]","la",18.935282,6.47,3.153,5381,822.136666666667,10.8359034387232
"269","2016P11","sales_vol_fpoly_la",2011986,2016,11,"0","0","1","0",0,1,0,2011986,"0","[0,0,1]","la",20.130578,6.47,3.377,5381,848.376666666667,31.5619418498503
"270","2016P12","sales_vol_fpoly_la",2292301,2016,12,"0","0","1","0",0,1,0,2292301,"0","[0,0,1]","la",20.518796,6.47,3.65,5381,898.417142857143,26.4650768264249
"271","2017P01","sales_vol_fpoly_la",3032262,2017,1,"0","0","1","0",0,1,0,3032262,"0","[0,0,1]","la",21.34594,6.77,3.614,5974,926.8525,17.3312221681596
"272","2017P02","sales_vol_fpoly_la",2834431,2017,2,"0","0","1","0",0,1,0,2834431,"0","[0,0,1]","la",20.291954,6.77,3.566,5974,969.751052631579,8.79664196961093
"273","2017P03","sales_vol_fpoly_la",4287351,2017,3,"0","0","1","0",0,1,0,4287351,"0","[0,0,1]","la",19.272258,6.77,3.284,5974,994.59,13.2156302088921
"274","2017P04","sales_vol_fpoly_la",3253377,2017,4,"0","0","1","0",0,1,0,3253377,"0","[0,0,1]","la",18.742298,6.77,3.174,5974,993.981052631579,16.5475868985101
"275","2017P05","sales_vol_fpoly_la",4492219,2017,5,"0","0","1","0",0,1,0,4492219,"0","[0,0,1]","la",18.758285,6.77,3.127,5974,1045.63181818182,30.2911723171343
"276","2017P06","sales_vol_fpoly_la",5012688,2017,6,"0","0","1","0",0,1,0,5012688,"0","[0,0,1]","la",18.151448,6.77,2.968,5974,1085.08545454545,22.4222316818169
"277","2017P07","sales_vol_fpoly_la",4035674,2017,7,"0","0","1","0",0,1,0,4035674,"0","[0,0,1]","la",17.82685,6.77,3.183,5974,1085.188,27.4927800282949
"278","2017P08","sales_vol_fpoly_la",3543555,2017,8,"0","0","1","0",0,1,0,3543555,"0","[0,0,1]","la",17.792492,6.77,3.038,5974,1084.53565217391,11.0682296466003
"279","2017P09","sales_vol_fpoly_la",3961334,2017,9,"0","0","1","0",0,1,0,3961334,"0","[0,0,1]","la",17.819439,6.77,3.373,5974,1132.5295,21.256843226297
"280","2017P10","sales_vol_fpoly_la",3494870,2017,10,"0","0","1","0",0,1,0,3494870,"0","[0,0,1]","la",18.820464,6.77,3.528,5974,1218.88954545455,26.7582783767624
"281","2017P11","sales_vol_fpoly_la",3369302,2017,11,"0","0","1","0",0,1,0,3369302,"0","[0,0,1]","la",18.929347,6.77,3.687,5974,1306.37714285714,19.5550456769748
"282","2017P12","sales_vol_fpoly_la",3051986,2017,12,"0","0","1","0",0,1,0,3051986,"0","[0,0,1]","la",19.218886,6.77,3.85,5974,1253.1165,17.4883212985725
"283","2018P01","sales_vol_fpoly_la",2913991,2018,1,"0","0","1","0",0,1,0,2913991,"0","[0,0,1]","la",18.912,NA,4.112,6213.008674,1341.99095238095,31.0146020294896
"284","2018P02","sales_vol_fpoly_la",2473489,2018,2,"0","0","1","0",0,1,0,2473489,"0","[0,0,1]","la",18.628392,NA,4.093,6213.008674,1313.36210526316,42.200207158384
"285","2018P03","sales_vol_fpoly_la",3659808,2018,3,"0","0","1","0",0,1,0,3659808,"0","[0,0,1]","la",18.606821,NA,4.234,6213.008674,1386.32904761905,38.5581993750696
"286","2018P04","sales_vol_fpoly_la",2511574,2018,4,"0","0","1","0",0,1,0,2511574,"0","[0,0,1]","la",18.376834,NA,4.583,6213.008674,1295.71,32.1875216504781
"287","2018P05","sales_vol_fpoly_la",3491013,2018,5,"0","0","1","0",0,1,0,3491013,"0","[0,0,1]","la",19.544041,NA,4.517,6213.008674,1341.47227272727,43.7069303572719
"288","2018P06","sales_vol_fpoly_la",3444050,2018,6,"0","0","1","0",0,1,0,3444050,"0","[0,0,1]","la",20.265505,NA,5.086,6213.008674,1389.08142857143,40.7761580198177
"289","2018P07","sales_vol_fpoly_la",3453737,2018,7,"0","0","1","0",0,1,0,3453737,"0","[0,0,1]","la",19.00465,NA,4.734,6213.008674,1350.28571428571,19.1859551681506
"290","2018P08","sales_vol_fpoly_la",4652569,2018,8,"0","0","1","0",0,1,0,4652569,"0","[0,0,1]","la",18.850329,NA,4.959,6213.008674,1368.66304347826,26.8979465986773
"291","2018P09","sales_vol_fpoly_la",2855153,2018,9,"0","0","1","0",0,1,0,2855153,"0","[0,0,1]","la",18.994119,NA,5.335,6213.008674,1372.31842105263,15.8691777645843
"292","2018P10","sales_vol_fpoly_la",3283591,2018,10,"0","0","1","0",0,1,0,3283591,"0","[0,0,1]","la",19.170876,NA,4.892,6213.008674,1257.22739130435,71.1182372862514
"293","2018P11","sales_vol_fpoly_la",4149577,2018,11,"0","0","1","0",0,1,0,4149577,"0","[0,0,1]","la",20.236124,NA,3.576,6213.008674,1212.8180952381,24.730919638996
"294","2018P12","sales_vol_fpoly_la",4051930,2018,12,"0","0","1","0",0,1,0,4051930,"0","[0,0,1]","la",20.097902,NA,3.17,6213.008674,1167.34789473684,45.9836124890581
"295","2015P07","sales_vol_fpoly_na",2578109,2015,7,"0","0","0","1",0,1,0,2578109,"0","[0,0,0]","na",1,14.35,47.12,19686,660.795454545455,12.6246454838571
"296","2015P08","sales_vol_fpoly_na",2912551,2015,8,"0","0","0","1",0,1,0,2912551,"0","[0,0,0]","na",1,14.35,49.2,19686,619.077619047619,25.8398142223898
"297","2015P09","sales_vol_fpoly_na",3011585,2015,9,"0","0","0","1",0,1,0,3011585,"0","[0,0,0]","na",1,14.35,45.09,19686,605.460952380952,14.1203986858594
"298","2015P10","sales_vol_fpoly_na",2223048,2015,10,"0","0","0","1",0,1,0,2223048,"0","[0,0,0]","na",1,14.35,46.59,19686,643.825454545455,24.0925945404041
"299","2015P11","sales_vol_fpoly_na",2244818,2015,11,"0","0","0","1",0,1,0,2244818,"0","[0,0,0]","na",1,14.35,41.65,19686,662.7245,7.80557997103422
"300","2015P12","sales_vol_fpoly_na",4131481,2015,12,"0","0","0","1",0,1,0,4131481,"0","[0,0,0]","na",1,14.35,37.04,19686,672.488181818182,8.93516628478712
"301","2016P01","sales_vol_fpoly_na",3776443,2016,1,"0","0","0","1",0,1,0,3776443,"0","[0,0,0]","na",1,14.6,33.62,20166,602.928421052632,22.5803907709415
"302","2016P02","sales_vol_fpoly_na",3241456,2016,2,"0","0","0","1",0,1,0,3241456,"0","[0,0,0]","na",1,14.6,33.75,20166,596.7805,20.2187402582747
"303","2016P03","sales_vol_fpoly_na",5150284,2016,3,"0","0","0","1",0,1,0,5150284,"0","[0,0,0]","na",1,14.6,38.34,20166,658.052272727273,13.591735910653
"304","2016P04","sales_vol_fpoly_na",3797958,2016,4,"0","0","0","1",0,1,0,3797958,"0","[0,0,0]","na",1,14.6,45.92,20166,671.662380952381,5.93780338573273
"305","2016P05","sales_vol_fpoly_na",3745047,2016,5,"0","0","0","1",0,1,0,3745047,"0","[0,0,0]","na",1,14.6,49.1,20166,654.551904761905,22.1926633415297
"306","2016P06","sales_vol_fpoly_na",4528270,2016,6,"0","0","0","1",0,1,0,4528270,"0","[0,0,0]","na",1,14.6,48.33,20166,694.69,14.7182047947755
"307","2016P07","sales_vol_fpoly_na",4120345,2016,7,"0","0","0","1",0,1,0,4120345,"0","[0,0,0]","na",1,14.6,41.6,20166,725.4515,32.5559357147534
"308","2016P08","sales_vol_fpoly_na",3200823,2016,8,"0","0","0","1",0,1,0,3200823,"0","[0,0,0]","na",1,14.6,44.7,20166,784.219130434783,15.2831972241185
"309","2016P09","sales_vol_fpoly_na",3835024,2016,9,"0","0","0","1",0,1,0,3835024,"0","[0,0,0]","na",1,14.6,48.24,20166,801.167142857143,14.38694308839
"310","2016P10","sales_vol_fpoly_na",3599344,2016,10,"0","0","0","1",0,1,0,3599344,"0","[0,0,0]","na",1,14.6,46.86,20166,822.136666666667,10.8359034387232
"311","2016P11","sales_vol_fpoly_na",2445693,2016,11,"0","0","0","1",0,1,0,2445693,"0","[0,0,0]","na",1,14.6,49.44,20166,848.376666666667,31.5619418498503
"312","2016P12","sales_vol_fpoly_na",4805991,2016,12,"0","0","0","1",0,1,0,4805991,"0","[0,0,0]","na",1,14.6,53.72,20166,898.417142857143,26.4650768264249
"313","2017P01","sales_vol_fpoly_na",3400018,2017,1,"0","0","0","1",0,1,0,3400018,"0","[0,0,0]","na",1,15.32,52.81,21050,926.8525,17.3312221681596
"314","2017P02","sales_vol_fpoly_na",5720216,2017,2,"0","0","0","1",0,1,0,5720216,"0","[0,0,0]","na",1,15.32,54.01,21050,969.751052631579,8.79664196961093
"315","2017P03","sales_vol_fpoly_na",5285214,2017,3,"0","0","0","1",0,1,0,5285214,"0","[0,0,0]","na",1,15.32,50.6,21050,994.59,13.2156302088921
"316","2017P04","sales_vol_fpoly_na",3986851,2017,4,"0","0","0","1",0,1,0,3986851,"0","[0,0,0]","na",1,15.32,49.33,21050,993.981052631579,16.5475868985101
"317","2017P05","sales_vol_fpoly_na",4397592,2017,5,"0","0","0","1",0,1,0,4397592,"0","[0,0,0]","na",1,15.32,48.32,21050,1045.63181818182,30.2911723171343
"318","2017P06","sales_vol_fpoly_na",6019839,2017,6,"0","0","0","1",0,1,0,6019839,"0","[0,0,0]","na",1,15.32,46.04,21050,1085.08545454545,22.4222316818169
"319","2017P07","sales_vol_fpoly_na",3143721,2017,7,"0","0","0","1",0,1,0,3143721,"0","[0,0,0]","na",1,15.32,50.17,21050,1085.188,27.4927800282949
"320","2017P08","sales_vol_fpoly_na",5693881,2017,8,"0","0","0","1",0,1,0,5693881,"0","[0,0,0]","na",1,15.32,47.23,21050,1084.53565217391,11.0682296466003
"321","2017P09","sales_vol_fpoly_na",5843042,2017,9,"0","0","0","1",0,1,0,5843042,"0","[0,0,0]","na",1,15.32,51.67,21050,1132.5295,21.256843226297
"322","2017P10","sales_vol_fpoly_na",3079774,2017,10,"0","0","0","1",0,1,0,3079774,"0","[0,0,0]","na",1,15.32,54.38,21050,1218.88954545455,26.7582783767624
"323","2017P11","sales_vol_fpoly_na",4647934,2017,11,"0","0","0","1",0,1,0,4647934,"0","[0,0,0]","na",1,15.32,57.4,21050,1306.37714285714,19.5550456769748
"324","2017P12","sales_vol_fpoly_na",3709068,2017,12,"0","0","0","1",0,1,0,3709068,"0","[0,0,0]","na",1,15.32,60.42,21050,1253.1165,17.4883212985725
"325","2018P01","sales_vol_fpoly_na",4100907,2018,1,"0","0","0","1",0,1,0,4100907,"0","[0,0,0]","na",1,NA,64.73,22436.13577,1341.99095238095,31.0146020294896
"326","2018P02","sales_vol_fpoly_na",3599695,2018,2,"0","0","0","1",0,1,0,3599695,"0","[0,0,0]","na",1,NA,61.64,22436.13577,1313.36210526316,42.200207158384
"327","2018P03","sales_vol_fpoly_na",3639971,2018,3,"0","0","0","1",0,1,0,3639971,"0","[0,0,0]","na",1,NA,64.94,22436.13577,1386.32904761905,38.5581993750696
"328","2018P04","sales_vol_fpoly_na",1820395,2018,4,"0","0","0","1",0,1,0,1820395,"0","[0,0,0]","na",1,NA,68.57,22436.13577,1295.71,32.1875216504781
"329","2018P05","sales_vol_fpoly_na",3981069,2018,5,"0","0","0","1",0,1,0,3981069,"0","[0,0,0]","na",1,NA,67.04,22436.13577,1341.47227272727,43.7069303572719
"330","2018P06","sales_vol_fpoly_na",2878991,2018,6,"0","0","0","1",0,1,0,2878991,"0","[0,0,0]","na",1,NA,74.15,22436.13577,1389.08142857143,40.7761580198177
"331","2018P07","sales_vol_fpoly_na",3151052,2018,7,"0","0","0","1",0,1,0,3151052,"0","[0,0,0]","na",1,NA,68.76,22436.13577,1350.28571428571,19.1859551681506
"332","2018P08","sales_vol_fpoly_na",4518920,2018,8,"0","0","0","1",0,1,0,4518920,"0","[0,0,0]","na",1,NA,69.8,22436.13577,1368.66304347826,26.8979465986773
"333","2018P09","sales_vol_fpoly_na",4428794,2018,9,"0","0","0","1",0,1,0,4428794,"0","[0,0,0]","na",1,NA,73.25,22436.13577,1372.31842105263,15.8691777645843
"334","2018P10","sales_vol_fpoly_na",5736086,2018,10,"0","0","0","1",0,1,0,5736086,"0","[0,0,0]","na",1,NA,65.31,22436.13577,1257.22739130435,71.1182372862514
"335","2018P11","sales_vol_fpoly_na",4826234,2018,11,"0","0","0","1",0,1,0,4826234,"0","[0,0,0]","na",1,NA,50.93,22436.13577,1212.8180952381,24.730919638996
"336","2018P12","sales_vol_fpoly_na",5191078,2018,12,"0","0","0","1",0,1,0,5191078,"0","[0,0,0]","na",1,NA,45.41,22436.13577,1167.34789473684,45.9836124890581
